sample,ref1,abb1,ref2,abb2,ref3,abb3,ref4,abb4,ref5,abb5,ref6,abb6,ref7,abb7,ref8,abb8,ref9,abb9,ref10,abb10,ref11,abb11,ref12,abb12,ref13,abb13,ref14,abb14
Perityle_incana_3_ucla,Galeana_pratensis_104_mex,GalP,Eutetras_palmeri_63,EutP,Pericome_caudata_50_silver,Peri,Perityle_californica_76_positas,PerC,Perityle_socorrensis_san_benedicto_213,PerS,Amauria_carterae_99_mesa,AmauC,Perityle_lineariloba_78,GalL,Perityle_canescens_77,GalC,Perityle_gentryi_8_san_francisco,LapG,Perityle_lobata_119_mesa_tinajas,LapL,Perityle_cernua_84,LapC,Perityle_aglossa_84_dead_horse,LapA,Perityle_vandevenderi_117_sierra_cucurpe,LapV,Perityle_intricata_59_Clark_mtns,LapI
