sample,ref1,abb1,ref2,abb2,ref3,abb3
Perityle_incana_3_ucla,Perityle_californica_76_positas,Pcal,Perityle_lobata_119_mesa_tinajas,llob,Perityle_crassifolia_70_ventanas,Pcra,Eutetras_palmeri_63,Epal,Perityle_jaliscana_203,Gjal,Perityle_turneri_33_Mexiquilla,Gturn,Perityle_vandevenderi_117_sierra_cucurpe,Lvan,Perityle_congesta_202,Lcon
