"","pert","perc","gali","lap2","eute"
"Perityle_incana_3_ucla",0.384409942275348,0.111053063895406,0.19722189807376,0.276108816027945,0.160563167250715
"Perityle_intricata_59_Clark_mtns",0.153170709985577,0.106201975154365,0.0995828957329096,0.747585036884243,0.104746933323363
"Perityle_inyoensis_9_pleasant",0.149212440844772,0.0952358278427716,0.103683623122058,0.705195693190612,0.117038451995337
"Perityle_jaliscana_203",0.238859418617864,0.112507942724912,0.300117591088211,0.214609328845524,0.159668911087621
"Perityle_lemmonii_12",0.189286237087705,0.0780234186682134,0.09494507927674,0.742033089250285,0.133493479169712
"Perityle_lemmonii_85_hachita",0.129497358424124,0.0791699175180576,0.0932573462846436,0.622220628855966,0.111894694623926
"Perityle_lemmonii_colossal_cave_206",0.155085225498757,0.0779790871803338,0.0998043140669461,0.766104581885595,0.119480746810962
"Perityle_leptoglossa_20_rancho_las_laminas",0.188446317302348,0.110894545241776,0.141175797845726,0.486584849494835,0.142433831501881
"Perityle_lindheimeri_34",0.20287005862548,0.0858069532371464,0.108208236961502,0.700998563824689,0.141101794290492
"Perityle_lineariloba_78",0.23011166173088,0.108672448069841,0.324667930679438,0.2175639305429,0.164928231779233
"Perityle_lloydii_79",0.28670720734093,0.0956480957536256,0.150598045600873,0.414363219321422,0.157958743894688
"Perityle_lobata_119_mesa_tinajas",0.283747270644573,0.105915537022241,0.115211672270279,0.420453911503564,0.143493275234441
"Perityle_megalocephala_19_meg_Echo",0.17419250490593,0.0907667063659867,0.101515817946255,0.665234365500895,0.114302830281669
"Perityle_megalocephala_29_tin_mountain",0.143498580683995,0.088760893119768,0.100870679391904,0.714882903076762,0.0997296158199388
"Perityle_microglossa_73_tecolote",0.232419777679733,0.107791788883006,0.296427784210878,0.205270434385813,0.127336503393823
"Perityle_microglossa_83_isla_venados",0.301187506333947,0.08923629981639,0.205324944703597,0.15800753562902,0.108516846752841
"Perityle_montana_80",0.284711566120267,0.108140768743823,0.248431204558957,0.219147263757029,0.151303826165575
"Perityle_palmeri_21_rancho_nuevo",0.260912559283187,0.104412893626669,0.0977628436763289,0.318731860061595,0.114409556406796
"Perityle_parryi_80_lower_window",0.145056347817898,0.106730221402197,0.126027425952024,0.703223991852137,0.108696309791272
"Perityle_pseudociliata_140",0.204603640778438,0.111564294016578,0.30801501123216,0.219131171155191,0.14246306222405
"Perityle_reinana_7_mazatan",0.214507886851903,0.0922394969077668,0.115880415481862,0.411159897522312,0.135249191906489
"Perityle_rosei_74",0.249479464703408,0.249687776465413,0.112651564340478,0.175805416841301,0.218802322142952
"Perityle_rosei_jalisco_223",0.192175540675969,0.279211651807657,0.139089611590352,0.194791647295942,0.196725819224978
"Perityle_rupestris_10_rupestris_davis",0.271284621739233,0.0751859049153769,0.0885312617088242,0.381688621743751,0.104572568666705
"Perityle_rupestris_30_albiflora_chisos",0.155668460474634,0.0793491839050727,0.104171175654888,0.618868182279828,0.125757194666413
"Perityle_saxicola_224",0.118613461851468,0.075464581305516,0.0898305152364738,0.840063855444091,0.106204050834265
"Perityle_socorrensis_san_benedicto_213",0.353776670396231,0.154631812066732,0.139360067768638,0.199110365209082,0.19325942945709
"Perityle_specuicola_41_negro_bill_canyon",0.142045483626938,0.089080169391063,0.0983471420578141,0.669615844561201,0.104638847629762
"Perityle_stansburyi_42_rock_spring",0.167244612690006,0.0847640437899571,0.104444623972823,0.654795809915618,0.123478897797839
"Perityle_staurophylla_42",0.164111164228118,0.084209228502251,0.104426671134929,0.729968108039292,0.13818518002386
"Perityle_tenella_86_Beaver_dam",0.253190517965889,0.0794814320473669,0.0769601589956518,0.464614335432762,0.111468979745829
"Perityle_trichodonta_bolanos_208",0.213541032205626,0.264242087538419,0.129808659318637,0.189190527823036,0.207927643765869
"Perityle_turneri_33_Mexiquilla",0.0689852581537734,0.0365642231160498,1,0.0648437086509536,0.0383289543898767
"Perityle_vandevenderi_117_sierra_cucurpe",0.169664052559222,0.0885665510415884,0.108302988050392,0.604935922835617,0.104321218445265
"Perityle_vaseyi_ernst_209",0.169907941515787,0.0950379034221371,0.105166394548189,0.687161071924632,0.136405334946688
"Perityle_vigilans_109",0.253455648038293,0.0898466414121474,0.20479583467564,0.166057055068168,0.102758054593472
"Perityle_villosa_45_Hanuapah_cyn",0.149120310703782,0.0917161763808102,0.112623637703752,0.704567187685512,0.108286739788791
"Perityle_yellow_87",0.455388026562143,0.141777173224319,0.137964400852294,0.276778089457701,0.158643796459004
