"","sample","bp","bpoftarget","paralogs_all","paralogs_each","nloci","allele_divergence","locus_heterozygosity","loci with >0.5% SNPs","loci with >1% SNPs","loci with >2% SNPs","GalP","EutP","Peri","PerC","PerS","AmauC","GalL","GalC","LapG","LapL","LapC","LapA","LapV","LapI"
"59","Perityle_lobata_119_mesa_tinajas",131069,118.5,4,2,158,2.486,95.62,83.75,70.62,52.5,0.048911540058865,0.0315079709254366,0.0205937554489396,0.0711612592499505,0.0229760689565474,0.0395852528282742,0.023536289242025,0.0226387968101832,0.0535874288396025,1,0.0895639028944334,0.0439858963416956,0.0522604127159042,0.0459909979912536
"60","Perityle_megalocephala_19_meg_Echo",253222,228.9,4,3,156,1.721,89.94,75.47,61.01,34.59,0.030987522796627,0.0297484245743838,0.0207252318304476,0.0522317431665962,0.022134287869226,0.0331994796792963,0.0192022715325088,0.0213530202867804,0.0548081234564651,0.0751899713183354,0.152586380118893,0.105612566054896,0.165765114239007,0.476924396145071
"61","Perityle_megalocephala_29_tin_mountain",288092,260.5,4,2,158,2.118,98.75,86.88,75,50,0.0284619273758148,0.022847574018701,0.0198008421350766,0.0322761417266494,0.0187661513583125,0.0220423530990213,0.018563515868759,0.0199238535411892,0.0434679575891388,0.0734293121117699,0.174593409854614,0.115580555051533,0.181970331846374,0.544542505175591
"62","Perityle_microglossa_73_tecolote",179475,162.3,4,4,155,3.453,96.86,94.34,86.16,70.44,0.0347082934580452,0.0588771279006122,0.0394324649653654,0.0813382341711377,0.0496369123199807,0.0492510170047598,0.284498653750109,0.114257761445646,0.0740246253116111,0.0724819825960924,0.0741173415604529,0.0482985334077046,0.065161004250789,0.0484068740778033
"63","Perityle_microglossa_83_isla_venados",77564,70.1,4,4,145,3.854,89.93,84.56,81.88,71.81,0.116959245950777,0.0533561226167396,0.0378698767490804,0.147245202832994,0.0442741426274063,0.0756882142748581,0.122857152237245,0.129734813327524,0.0461645213676736,0.0935925275269853,0.0692197117004603,0.0532484784132936,0.0475258105260181,0.0435169948403824
"64","Perityle_montana_80",189030,170.9,4,4,154,4.097,100,96.84,93.04,80.38,0.0474843357830303,0.0730605152204369,0.0445636309815125,0.111624738367776,0.0590196506119276,0.0687967950592593,0.175203517444616,0.122986001932074,0.0685476657530979,0.101126324252621,0.086292633615986,0.0472902652052266,0.0580419301420179,0.0436008227141352
"65","Perityle_palmeri_21_rancho_nuevo",93421,84.5,4,4,152,3.136,96.79,88.46,77.56,57.69,0.080817789494592,0.0348298139699318,0.0219465741122849,0.0835199808552255,0.0297624439789626,0.0560273451380307,0.0243461731497733,0.0357085219631391,0.0650735746817288,0.262349626018671,0.115629878540758,0.0597306505917219,0.0718811092150257,0.0622197380775266
"66","Perityle_parryi_80_lower_window",312456,282.5,4,2,155,2.26,93.63,85.99,75.16,52.23,0.0211227677362272,0.026008260664069,0.0224932226498714,0.0301737640827434,0.0182406707797541,0.020883476044179,0.0203228127081393,0.0175737313659008,0.062088148671892,0.0736791686516093,0.177967930308548,0.630713986501168,0.153663471041658,0.147495984548769
"67","Perityle_pseudociliata_140",249077,225.2,4,13,146,1.036,91.19,61.01,37.74,16.98,0.0410848485942832,0.0650611663428199,0.039372419405602,0.0767213010269271,0.0521246369081026,0.0551556716948262,0.292427185342558,0.137298126645578,0.0704792867193847,0.0708843521898993,0.0894767267522559,0.0461594636308856,0.0629257669929291,0.0494370682053845
"68","Perityle_reinana_7_mazatan",237307,214.6,4,0,160,1.973,95,80.62,65.62,45,0.0431467470793232,0.0450792165813873,0.0227650652749821,0.0742214769015048,0.028245213698528,0.042692292775781,0.0329251562212093,0.0375635027371053,0.0857901466227513,0.273045507584597,0.138508360562997,0.0777087827530359,0.0932605526076169,0.0770075514742777
"69","Perityle_rosei_74",218770,197.8,4,4,156,1.383,88.75,68.12,50,28.12,0.0402461132879507,0.147033107082743,0.166541272822381,0.126754461652427,0.0578080931431617,0.0728377708387708,0.0486927566790287,0.058215104275188,0.0425732978231559,0.078984732313967,0.0758920870648535,0.0374154642939546,0.0483171835000502,0.0430385274348935
"70","Perityle_rosei_jalisco_223",225684,204.1,4,1,140,5.103,98.58,98.58,95.74,91.49,0.0424315198353226,0.14151661345618,0.193548517904026,0.0950465300998066,0.0568612159401286,0.0687842167988956,0.0582310017896649,0.0556361638853636,0.0493909885825848,0.0761834361702072,0.0791828318644256,0.0499557580604334,0.0589878405315279,0.0611744116976634
"71","Perityle_rupestris_10_rupestris_davis",71834,64.9,4,1,141,1.389,64.79,51.41,42.25,26.76,0.131064986186598,0.0424633576728222,0.0243168920792576,0.109923114248727,0.0398536954105387,0.0676087783679078,0.0288275170933314,0.037840812228894,0.0510041253863436,0.119396176572891,0.207664390400732,0.112475778938149,0.115305870452194,0.113192849986777
"72","Perityle_rupestris_30_albiflora_chisos",231188,209,4,3,157,1.597,86.25,61.25,50,38.75,0.0257416803596901,0.0399720205060239,0.0218893358773935,0.0479151496858008,0.0269049430093961,0.0320762410288178,0.0205836088689572,0.027893091887182,0.0645882009458883,0.0899359133526549,0.299355762126603,0.159648662997386,0.174423249699637,0.164611282463185
"73","Perityle_saxicola_224",309550,279.9,4,5,155,1.694,93.75,69.38,56.25,33.13,0.0247462125999892,0.0347462580765433,0.0222025085631207,0.0326771958918104,0.0240788190502989,0.0275132674442128,0.0277578629734702,0.0246193624154717,0.071798527499607,0.0977742551346296,0.267099352979909,0.165044163536129,0.223365653200869,0.30236281712577
"74","Perityle_socorrensis_san_benedicto_213",206021,186.3,4,1,159,0.653,42.5,33.75,28.12,15.62,0.0392479370181109,0.0332575916304065,0.0217902996944071,0.0512693935543921,1,0.0406055593814431,0.0179436376611817,0.0218009963442123,0.0183406220063457,0.0328356591936062,0.0315274682131673,0.0126859001498626,0.019153296570936,0.0164401112292601
"75","Perityle_specuicola_41_negro_bill_canyon",273496,247.3,4,7,153,1.77,96.88,79.38,60,37.5,0.0293380401220635,0.0292156880791727,0.0191799554508735,0.0312801204004288,0.0216482815941613,0.0309813034641577,0.019473327180377,0.0194146951300362,0.0497902070282582,0.0632383273711619,0.169473511745594,0.106003687201647,0.18610395519829,0.450205402310142
"76","Perityle_stansburyi_42_rock_spring",227018,205.3,4,5,155,1.504,85,65.62,51.88,30,0.0358662718260775,0.0359046712075595,0.0196643749537961,0.0529105889723934,0.026662024218666,0.0402487560624595,0.0219368352108879,0.0290051711401133,0.0538755166413299,0.0795870835573143,0.193402744502802,0.116864803352979,0.166974142254216,0.485199576393014
"77","Perityle_staurophylla_42",237637,214.9,4,3,157,1.816,90,66.88,56.88,44.38,0.0302011520196457,0.0416767051041823,0.024034755929616,0.0370800731397731,0.0269687091919627,0.0380091968047026,0.0237862103465696,0.0269638020192071,0.0646352475425414,0.117690465070108,0.276265831589295,0.15895624864194,0.214708022764472,0.253566107405844
"78","Perityle_tenella_86_Beaver_dam",99933,90.4,4,2,157,2.794,96.86,90.57,74.21,52.83,0.0771887470432098,0.0305713508677992,0.0185918208901778,0.0751696964194341,0.0252537700068507,0.0578977324541129,0.0213376811671521,0.029584793438524,0.0467720613688972,0.114289150368538,0.163437645873199,0.0783662515764691,0.119548831550682,0.284097948426882
