"","pert","perc","gali","lap1","lap2","eute"
"Perityle_incana_3_ucla",0.341204316627986,0.0910066012941593,0.166855434752216,0.237357459994332,0.213117728342733,0.129077641223854
"Perityle_intricata_59_Clark_mtns",0.119848521804148,0.0792563670082667,0.0770741440838386,0.231859685911996,0.664193731079761,0.0822530695283256
"Perityle_inyoensis_9_pleasant",0.11084764735893,0.0721291633684306,0.0833663200228812,0.235570470655418,0.631164351387855,0.091346069184073
"Perityle_jaliscana_203",0.187066571801964,0.0955339435390212,0.272193753539402,0.196610103138582,0.167625475965614,0.133139442338376
"Perityle_lemmonii_12",0.126714940445062,0.0566870143907821,0.0756796072186443,0.278746720271382,0.665284396467423,0.103040990232134
"Perityle_lemmonii_85_hachita",0.0982110618917627,0.0612261104864994,0.074743908186617,0.204805063058448,0.543952959326073,0.086047962642548
"Perityle_lemmonii_colossal_cave_206",0.114277261974627,0.057188361336883,0.0761930204769016,0.246693037826558,0.676821487268217,0.0945493104761563
"Perityle_leptoglossa_20_rancho_las_laminas",0.129888665336715,0.073457800586276,0.0938154926156418,0.464790842036015,0.316460318227063,0.0972615515400039
"Perityle_lindheimeri_34",0.146622947956131,0.0644112533779136,0.084029984142807,0.293390926630247,0.601950493870784,0.109172277892318
"Perityle_lineariloba_78",0.196485497097076,0.0922626057413342,0.298127692345527,0.174719005022038,0.171286764552063,0.137156010661127
"Perityle_lloydii_79",0.209100780610109,0.0682668178392715,0.120476093100285,0.374081612158421,0.304221854462067,0.118939625962794
"Perityle_lobata_119_mesa_tinajas",0.134339442378747,0.0456427646081907,0.0458814251193164,1,0.128416863531611,0.0632508082340255
"Perityle_megalocephala_19_meg_Echo",0.131097551233862,0.0675138179325489,0.079909539548486,0.225712774495094,0.58104071728698,0.0879009533069832
"Perityle_megalocephala_29_tin_mountain",0.11173673766963,0.0638634937899734,0.0775776192245641,0.231143315736485,0.631698178370099,0.0763469099615383
"Perityle_microglossa_73_tecolote",0.192501232850596,0.0896668129870408,0.272768479929551,0.166704892933828,0.165434636337738,0.103473981994587
"Perityle_microglossa_83_isla_venados",0.256142418474759,0.0722045085662216,0.187225375281847,0.199413244529247,0.120970861452595,0.0896519112235677
"Perityle_montana_80",0.240240243438732,0.0909552158692658,0.224072040908661,0.209178389152194,0.171072054661449,0.125760627375369
"Perityle_palmeri_21_rancho_nuevo",0.182190820774944,0.0724659564025561,0.0633602156605193,0.410198838999473,0.188322254252264,0.0746764042623792
"Perityle_parryi_80_lower_window",0.101120376277718,0.0824351809030664,0.100441858812028,0.243649262438714,0.615697632181608,0.0859145086423982
"Perityle_pseudociliata_140",0.176188995197474,0.0950711733341893,0.283756669066413,0.163793881130635,0.178096814572431,0.11883845643616
"Perityle_reinana_7_mazatan",0.146998128623329,0.0589023138962313,0.075936482290443,0.417239138704755,0.253777962207256,0.0888446267414193
"Perityle_rosei_74",0.220870909092846,0.229244846727524,0.0948623638098902,0.156400396248237,0.139069440868059,0.195054156772713
"Perityle_rosei_jalisco_223",0.170170128056697,0.261999061801597,0.11865607005059,0.134186963467036,0.164293954385654,0.177953399175244
"Perityle_rupestris_10_rupestris_davis",0.218597990586666,0.0586437291774128,0.0718933528816667,0.262365949204312,0.315532254218032,0.0826971105223559
"Perityle_rupestris_30_albiflora_chisos",0.120871814425896,0.0620184405864689,0.0828830580025597,0.23093204291668,0.529956308724296,0.0963757139271075
"Perityle_saxicola_224",0.0899475013340349,0.0585533149400636,0.0737979341517177,0.198079864104556,0.78472262106576,0.0839546511912971
"Perityle_socorrensis_san_benedicto_213",0.311423385924308,0.132969657132636,0.119944993361674,0.168232737968087,0.15445761695223,0.169583088322378
"Perityle_specuicola_41_negro_bill_canyon",0.113026837266917,0.0665142885386543,0.0776133290706108,0.197062435479877,0.590075078096206,0.0848480851509032
"Perityle_stansburyi_42_rock_spring",0.127289028108994,0.0654469484667478,0.0860480957724596,0.237691071053198,0.576937457233936,0.098175184876088
"Perityle_staurophylla_42",0.112058130902638,0.06343658789929,0.0816136740411991,0.277268023294903,0.631511234328936,0.10901102816898
"Perityle_tenella_86_Beaver_dam",0.195077970477622,0.0572768165990896,0.0590179320697663,0.265937374736281,0.394328692125795,0.0844546289201897
"Perityle_trichodonta_bolanos_208",0.18426642993095,0.243050498009154,0.110596256732232,0.153059392130013,0.153009228531578,0.183722133924283
"Perityle_turneri_33_Mexiquilla",0.0565907713544102,0.0322857186342086,1,0.048948274115952,0.0546353944595339,0.0317204447730056
"Perityle_vandevenderi_117_sierra_cucurpe",0.127403526112468,0.0664626017329697,0.0879720479495642,0.223776851647758,0.514470952167048,0.0818508084411986
"Perityle_vaseyi_ernst_209",0.123342574831102,0.0701873669309625,0.0808083496357764,0.289890989182321,0.592745734423834,0.105183677936998
"Perityle_vigilans_109",0.200515027996093,0.0695954550571169,0.186632625526004,0.191631681476331,0.12674178406613,0.0835660289993989
"Perityle_villosa_45_Hanuapah_cyn",0.11182993371897,0.0682375839025286,0.088023591406594,0.236764066344346,0.62843512052851,0.087274945280407
"Perityle_yellow_87",0.439048984908631,0.116931376950066,0.110405579629756,0.227930607197659,0.210651702522014,0.131534714095954
